x,y,z,value
-74.4,6.7,0.0,0.0036685572126113233
-74.4,6.7,10.0,0.0036734171788169187
-74.4,6.7,20.0,0.0036779527506503196
-74.4,6.7,29.999999999999996,0.0036714818247812983
-74.4,6.7,40.0,0.003695253830249937
-74.30999099909991,6.7,0.0,0.003620092448953961
-74.30999099909991,6.7,10.0,0.0036269193662583086
-74.30999099909991,6.7,20.0,0.003625057694299052
-74.30999099909991,6.7,29.999999999999996,0.003645817402406793
-74.30999099909991,6.7,40.0,0.0036862371055446192
-74.21998199819981,6.7,0.0,0.0036140980079946263
-74.21998199819981,6.7,10.0,0.0036246797245489547
-74.21998199819981,6.7,20.0,0.003608125942687851
-74.21998199819981,6.7,29.999999999999996,0.003606029134876873
-74.21998199819981,6.7,40.0,0.0036406681803316087
-74.12997299729972,6.7,0.0,0.0036570930958480913
-74.12997299729972,6.7,10.0,0.0036703081626237016
-74.12997299729972,6.7,20.0,0.0037030311912448852
-74.12997299729972,6.7,29.999999999999996,0.0036723142542071643
-74.12997299729972,6.7,40.0,0.003626073953566122
-74.03996399639962,6.7,0.0,0.003679971609234232
-74.03996399639962,6.7,10.0,0.003689301440790952
-74.03996399639962,6.7,20.0,0.003685996322597355
-74.03996399639962,6.7,29.999999999999996,0.003693857722571361
-74.03996399639962,6.7,40.0,0.003686013124351536
-73.94995499549952,6.7,0.0,0.00367412307825577
-73.94995499549952,6.7,10.0,0.0036735083617607587
-73.94995499549952,6.7,20.0,0.0036615081040972863
-73.94995499549952,6.7,29.999999999999996,0.0036710436907620913
-73.94995499549952,6.7,40.0,0.003656772496052512
-73.85994599459943,6.7,0.0,0.0036843488902353195
-73.85994599459943,6.7,10.0,0.0036856314203559115
-73.85994599459943,6.7,20.0,0.0036610726637379266
-73.85994599459943,6.7,29.999999999999996,0.0036743663325617963
-73.85994599459943,6.7,40.0,0.0036708660703049507
-73.76993699369933,6.7,0.0,0.003659806542284633
-73.76993699369933,6.7,10.0,0.003654386571869113
-73.76993699369933,6.7,20.0,0.0036729053937742118
-73.76993699369933,6.7,29.999999999999996,0.0036650465716661106
-73.76993699369933,6.7,40.0,0.003684803950430228
-73.67992799279924,6.7,0.0,0.003650732444960617
-73.67992799279924,6.7,10.0,0.0036380247916220445
-73.67992799279924,6.7,20.0,0.003644597647424015
-73.67992799279924,6.7,29.999999999999996,0.003655904115727362
-73.67992799279924,6.7,40.0,0.0037040134659215877
-73.58991899189914,6.7,0.0,0.0036545470105910265
-73.58991899189914,6.7,10.0,0.003683126718132766
-73.58991899189914,6.7,20.0,0.003702177711148348
-73.58991899189914,6.7,29.999999999999996,0.003692279030232359
-73.58991899189914,6.7,40.0,0.0037021785220457937
-73.49990999099904,6.7,0.0,0.0037095477489189925
-73.49990999099904,6.7,10.0,0.0037352004175024013
-73.49990999099904,6.7,20.0,0.003714831959913245
-73.49990999099904,6.7,29.999999999999996,0.003718508163722406
-73.49990999099904,6.7,40.0,0.0037249158566756784
-73.40990099009895,6.7,0.0,0.0037467481768303883
-73.40990099009895,6.7,10.0,0.003756794510129008
-73.40990099009895,6.7,20.0,0.003735795017335588
-73.40990099009895,6.7,29.999999999999996,0.003771519587608287
-73.40990099009895,6.7,40.0,0.003772514515669121
-73.31989198919885,6.7,0.0,0.0037576006021495145
-73.31989198919885,6.7,10.0,0.0037734244144780526
-73.31989198919885,6.7,20.0,0.00376206037868985
-73.31989198919885,6.7,29.999999999999996,0.0037750021755576487
-73.31989198919885,6.7,40.0,0.003785862099384207
-73.22988298829875,6.7,0.0,0.003748783025013277
-73.22988298829875,6.7,10.0,0.003786721569396867
-73.22988298829875,6.7,20.0,0.0037647963920568583
-73.22988298829875,6.7,29.999999999999996,0.0037662485662837454
-73.22988298829875,6.7,40.0,0.0037879956153988406
-73.13987398739866,6.7,0.0,0.0037426057748665693
-73.13987398739866,6.7,10.0,0.0037485620188112217
-73.13987398739866,6.7,20.0,0.003762200784977105
-73.13987398739866,6.7,29.999999999999996,0.003795069213363745
-73.13987398739866,6.7,40.0,0.0037990928553597652
-73.04986498649856,6.7,0.0,0.003780499112762203
-73.04986498649856,6.7,10.0,0.0037859713512617727
-73.04986498649856,6.7,20.0,0.0037960869778274993
-73.04986498649856,6.7,29.999999999999996,0.0037684054316945827
-73.04986498649856,6.7,40.0,0.003782840553343369
-72.95985598559847,6.7,0.0,0.003731109652816299
-72.95985598559847,6.7,10.0,0.0037268758647969135
-72.95985598559847,6.7,20.0,0.003746359124821601
-72.95985598559847,6.7,29.999999999999996,0.0037465554511159566
-72.95985598559847,6.7,40.0,0.0037638863776772754
-74.4,6.79000900090009,0.0,0.0036445229888705287
-74.4,6.79000900090009,10.0,0.0036467019812355637
-74.4,6.79000900090009,20.0,0.0036385530625441167
-74.4,6.79000900090009,29.999999999999996,0.003659595565433725
-74.4,6.79000900090009,40.0,0.0036620622583555624
-74.30999099909991,6.79000900090009,0.0,0.0036745500663271425
-74.30999099909991,6.79000900090009,10.0,0.0036666072053445327
-74.30999099909991,6.79000900090009,20.0,0.0036522604088656085
-74.30999099909991,6.79000900090009,29.999999999999996,0.003651474650589173
-74.30999099909991,6.79000900090009,40.0,0.003624642838572664
-74.21998199819981,6.79000900090009,0.0,0.0036883119505504323
-74.21998199819981,6.79000900090009,10.0,0.0036641933483405643
-74.21998199819981,6.79000900090009,20.0,0.0036711844785832456
-74.21998199819981,6.79000900090009,29.999999999999996,0.0036811587187913697
-74.21998199819981,6.79000900090009,40.0,0.00365322533757639
-74.12997299729972,6.79000900090009,0.0,0.0036800977484255123
-74.12997299729972,6.79000900090009,10.0,0.003665952434700706
-74.12997299729972,6.79000900090009,20.0,0.003651827471064949
-74.12997299729972,6.79000900090009,29.999999999999996,0.0036968456569619512
-74.12997299729972,6.79000900090009,40.0,0.0036958175646273077
-74.03996399639962,6.79000900090009,0.0,0.003639013683386889
-74.03996399639962,6.79000900090009,10.0,0.0036278752369101087
-74.03996399639962,6.79000900090009,20.0,0.003622527421779462
-74.03996399639962,6.79000900090009,29.999999999999996,0.0036471227610262212
-74.03996399639962,6.79000900090009,40.0,0.0036736150333237746
-73.94995499549952,6.79000900090009,0.0,0.0036612817609573936
-73.94995499549952,6.79000900090009,10.0,0.003631478510371614
-73.94995499549952,6.79000900090009,20.0,0.0036150760895554716
-73.94995499549952,6.79000900090009,29.999999999999996,0.00362299513172058
-73.94995499549952,6.79000900090009,40.0,0.00365951264339487
-73.85994599459943,6.79000900090009,0.0,0.003644669195728768
-73.85994599459943,6.79000900090009,10.0,0.003648582592199322
-73.85994599459943,6.79000900090009,20.0,0.0036487785236328815
-73.85994599459943,6.79000900090009,29.999999999999996,0.0036556298544017656
-73.85994599459943,6.79000900090009,40.0,0.003652839056674026
-73.76993699369933,6.79000900090009,0.0,0.0036887520891350617
-73.76993699369933,6.79000900090009,10.0,0.003697893328782325
-73.76993699369933,6.79000900090009,20.0,0.00367881694683949
-73.76993699369933,6.79000900090009,29.999999999999996,0.0037013707064515546
-73.76993699369933,6.79000900090009,40.0,0.0036739116824875155
-73.67992799279924,6.79000900090009,0.0,0.003680923133436486
-73.67992799279924,6.79000900090009,10.0,0.003677364534155233
-73.67992799279924,6.79000900090009,20.0,0.003670904951003603
-73.67992799279924,6.79000900090009,29.999999999999996,0.003678613091044812
-73.67992799279924,6.79000900090009,40.0,0.003713604383900785
-73.58991899189914,6.79000900090009,0.0,0.003678075982339977
-73.58991899189914,6.79000900090009,10.0,0.0036678518568315104
-73.58991899189914,6.79000900090009,20.0,0.003684182711216266
-73.58991899189914,6.79000900090009,29.999999999999996,0.0037030767594480227
-73.58991899189914,6.79000900090009,40.0,0.0037245018730161683
-73.49990999099904,6.79000900090009,0.0,0.0036609440724037364
-73.49990999099904,6.79000900090009,10.0,0.003672598089617574
-73.49990999099904,6.79000900090009,20.0,0.003658185423231299
-73.49990999099904,6.79000900090009,29.999999999999996,0.0036856989791425343
-73.49990999099904,6.79000900090009,40.0,0.003720019485352465
-73.40990099009895,6.79000900090009,0.0,0.0036677602934549886
-73.40990099009895,6.79000900090009,10.0,0.0036593686469732997
-73.40990099009895,6.79000900090009,20.0,0.0037031145712126713
-73.40990099009895,6.79000900090009,29.999999999999996,0.0037213797702010474
-73.40990099009895,6.79000900090009,40.0,0.0037443219865219597
-73.31989198919885,6.79000900090009,0.0,0.003715808751944422
-73.31989198919885,6.79000900090009,10.0,0.0037024958573131507
-73.31989198919885,6.79000900090009,20.0,0.003739303557279622
-73.31989198919885,6.79000900090009,29.999999999999996,0.0037530496672696866
-73.31989198919885,6.79000900090009,40.0,0.0037944872471032476
-73.22988298829875,6.79000900090009,0.0,0.003772175430110272
-73.22988298829875,6.79000900090009,10.0,0.003768066814701338
-73.22988298829875,6.79000900090009,20.0,0.0037740846640404242
-73.22988298829875,6.79000900090009,29.999999999999996,0.0037981785230610356
-73.22988298829875,6.79000900090009,40.0,0.003850667646750767
-73.13987398739866,6.79000900090009,0.0,0.003804329111711878
-73.13987398739866,6.79000900090009,10.0,0.003800814910019342
-73.13987398739866,6.79000900090009,20.0,0.0038216442620655853
-73.13987398739866,6.79000900090009,29.999999999999996,0.003821592244743462
-73.13987398739866,6.79000900090009,40.0,0.003789986872076133
-73.04986498649856,6.79000900090009,0.0,0.003744725468326846
-73.04986498649856,6.79000900090009,10.0,0.00379644971460627
-73.04986498649856,6.79000900090009,20.0,0.0037785650711228613
-73.04986498649856,6.79000900090009,29.999999999999996,0.0037883821158954155
-73.04986498649856,6.79000900090009,40.0,0.0037911202404736642
-72.95985598559847,6.79000900090009,0.0,0.003782633838331413
-72.95985598559847,6.79000900090009,10.0,0.0038031228969436647
-72.95985598559847,6.79000900090009,20.0,0.003768103598418589
-72.95985598559847,6.79000900090009,29.999999999999996,0.00376049733429759
-72.95985598559847,6.79000900090009,40.0,0.003758441719876262
-74.4,6.88001800180018,0.0,0.0036458106188629684
-74.4,6.88001800180018,10.0,0.003635151542789171
-74.4,6.88001800180018,20.0,0.0036389267867840123
-74.4,6.88001800180018,29.999999999999996,0.0036489914881709514
-74.4,6.88001800180018,40.0,0.0036709713940717504
-74.30999099909991,6.88001800180018,0.0,0.0036430102397985355
-74.30999099909991,6.88001800180018,10.0,0.003638768567442711
-74.30999099909991,6.88001800180018,20.0,0.0036524571339690433
-74.30999099909991,6.88001800180018,29.999999999999996,0.0036524243058369244
-74.30999099909991,6.88001800180018,40.0,0.0036103365674187617
-74.21998199819981,6.88001800180018,0.0,0.003642326763513746
-74.21998199819981,6.88001800180018,10.0,0.003655926971411656
-74.21998199819981,6.88001800180018,20.0,0.003664580217477557
-74.21998199819981,6.88001800180018,29.999999999999996,0.003651924708439869
-74.21998199819981,6.88001800180018,40.0,0.0036744642570594494
-74.12997299729972,6.88001800180018,0.0,0.0036234268999429022
-74.12997299729972,6.88001800180018,10.0,0.0036227939038823514
-74.12997299729972,6.88001800180018,20.0,0.003633400660930911
-74.12997299729972,6.88001800180018,29.999999999999996,0.0036428816536201733
-74.12997299729972,6.88001800180018,40.0,0.0036403900315282187
-74.03996399639962,6.88001800180018,0.0,0.003614220454254732
-74.03996399639962,6.88001800180018,10.0,0.00361617142174451
-74.03996399639962,6.88001800180018,20.0,0.003613988728749347
-74.03996399639962,6.88001800180018,29.999999999999996,0.0036242386304965886
-74.03996399639962,6.88001800180018,40.0,0.0036014157429640837
-73.94995499549952,6.88001800180018,0.0,0.00358498723571838
-73.94995499549952,6.88001800180018,10.0,0.003602100069456076
-73.94995499549952,6.88001800180018,20.0,0.0036260869327668288
-73.94995499549952,6.88001800180018,29.999999999999996,0.0036156547245579673
-73.94995499549952,6.88001800180018,40.0,0.003588959734791073
-73.85994599459943,6.88001800180018,0.0,0.0036377601771761556
-73.85994599459943,6.88001800180018,10.0,0.00363898782418787
-73.85994599459943,6.88001800180018,20.0,0.0036440185461818903
-73.85994599459943,6.88001800180018,29.999999999999996,0.003638739243511483
-73.85994599459943,6.88001800180018,40.0,0.0036580581079609306
-73.76993699369933,6.88001800180018,0.0,0.0036463654643061195
-73.76993699369933,6.88001800180018,10.0,0.0036394333629880603
-73.76993699369933,6.88001800180018,20.0,0.0036319550649164885
-73.76993699369933,6.88001800180018,29.999999999999996,0.0036323196571129007
-73.76993699369933,6.88001800180018,40.0,0.003675354686263555
-73.67992799279924,6.88001800180018,0.0,0.0036765358232302356
-73.67992799279924,6.88001800180018,10.0,0.0036867142317271477
-73.67992799279924,6.88001800180018,20.0,0.0037005227235323897
-73.67992799279924,6.88001800180018,29.999999999999996,0.0036731954907644887
-73.67992799279924,6.88001800180018,40.0,0.003671176319501599
-73.58991899189914,6.88001800180018,0.0,0.0036978880815979154
-73.58991899189914,6.88001800180018,10.0,0.003709828898478092
-73.58991899189914,6.88001800180018,20.0,0.0037306531792878177
-73.58991899189914,6.88001800180018,29.999999999999996,0.003670064751543596
-73.58991899189914,6.88001800180018,40.0,0.003688534245750134
-73.49990999099904,6.88001800180018,0.0,0.003690943584954466
-73.49990999099904,6.88001800180018,10.0,0.003702524511978325
-73.49990999099904,6.88001800180018,20.0,0.0037074263390975168
-73.49990999099904,6.88001800180018,29.999999999999996,0.0037219993346324968
-73.49990999099904,6.88001800180018,40.0,0.003720040779713966
-73.40990099009895,6.88001800180018,0.0,0.0036816042504890824
-73.40990099009895,6.88001800180018,10.0,0.0037077384111113064
-73.40990099009895,6.88001800180018,20.0,0.0036884946445327506
-73.40990099009895,6.88001800180018,29.999999999999996,0.003702489219079111
-73.40990099009895,6.88001800180018,40.0,0.003690933640494456
-73.31989198919885,6.88001800180018,0.0,0.0037015431955239896
-73.31989198919885,6.88001800180018,10.0,0.0036879619374605276
-73.31989198919885,6.88001800180018,20.0,0.003689495499952178
-73.31989198919885,6.88001800180018,29.999999999999996,0.0037108708693713746
-73.31989198919885,6.88001800180018,40.0,0.0037358589231904823
-73.22988298829875,6.88001800180018,0.0,0.0037058551319339972
-73.22988298829875,6.88001800180018,10.0,0.0037146359396046514
-73.22988298829875,6.88001800180018,20.0,0.003727756380375821
-73.22988298829875,6.88001800180018,29.999999999999996,0.00377197236762155
-73.22988298829875,6.88001800180018,40.0,0.003781888732201209
-73.13987398739866,6.88001800180018,0.0,0.0037903742425013246
-73.13987398739866,6.88001800180018,10.0,0.003789532840195356
-73.13987398739866,6.88001800180018,20.0,0.003799222946859831
-73.13987398739866,6.88001800180018,29.999999999999996,0.0037991023506390963
-73.13987398739866,6.88001800180018,40.0,0.003829103208846724
-73.04986498649856,6.88001800180018,0.0,0.0037949669096832513
-73.04986498649856,6.88001800180018,10.0,0.003793171559290103
-73.04986498649856,6.88001800180018,20.0,0.0038040360259801427
-73.04986498649856,6.88001800180018,29.999999999999996,0.0038472529199858984
-73.04986498649856,6.88001800180018,40.0,0.0038615856217774237
-72.95985598559847,6.88001800180018,0.0,0.0037985896942679515
-72.95985598559847,6.88001800180018,10.0,0.0038103492491295757
-72.95985598559847,6.88001800180018,20.0,0.003813760072542131
-72.95985598559847,6.88001800180018,29.999999999999996,0.003787639347928016
-72.95985598559847,6.88001800180018,40.0,0.0037475554221247315
-74.4,6.97002700270027,0.0,0.003585677402846983
-74.4,6.97002700270027,10.0,0.0035819784244191175
-74.4,6.97002700270027,20.0,0.003575885028647388
-74.4,6.97002700270027,29.999999999999996,0.0035991025851792474
-74.4,6.97002700270027,40.0,0.0035973635257206633
-74.30999099909991,6.97002700270027,0.0,0.0035983515169505315
-74.30999099909991,6.97002700270027,10.0,0.003600172681584629
-74.30999099909991,6.97002700270027,20.0,0.0036076599353761203
-74.30999099909991,6.97002700270027,29.999999999999996,0.003642384513412504
-74.30999099909991,6.97002700270027,40.0,0.0036214734998127815
-74.21998199819981,6.97002700270027,0.0,0.0036009488641002255
-74.21998199819981,6.97002700270027,10.0,0.003605178310316982
-74.21998199819981,6.97002700270027,20.0,0.0035882350221403147
-74.21998199819981,6.97002700270027,29.999999999999996,0.003594558942498372
-74.21998199819981,6.97002700270027,40.0,0.003631637688293021
-74.12997299729972,6.97002700270027,0.0,0.0035358697102890074
-74.12997299729972,6.97002700270027,10.0,0.0035399268042876943
-74.12997299729972,6.97002700270027,20.0,0.0035441434683820446
-74.12997299729972,6.97002700270027,29.999999999999996,0.0035740320490981205
-74.12997299729972,6.97002700270027,40.0,0.0036005644208254644
-74.03996399639962,6.97002700270027,0.0,0.0035338740153234524
-74.03996399639962,6.97002700270027,10.0,0.0035384133627499948
-74.03996399639962,6.97002700270027,20.0,0.003552436820275688
-74.03996399639962,6.97002700270027,29.999999999999996,0.003552962176489819
-74.03996399639962,6.97002700270027,40.0,0.003569970158182132
-73.94995499549952,6.97002700270027,0.0,0.0035887112564444296
-73.94995499549952,6.97002700270027,10.0,0.0035869566121763423
-73.94995499549952,6.97002700270027,20.0,0.0035833626939595097
-73.94995499549952,6.97002700270027,29.999999999999996,0.0036198806969819424
-73.94995499549952,6.97002700270027,40.0,0.0036223023243591493
-73.85994599459943,6.97002700270027,0.0,0.003591842026294069
-73.85994599459943,6.97002700270027,10.0,0.003620754344453484
-73.85994599459943,6.97002700270027,20.0,0.003630226997707338
-73.85994599459943,6.97002700270027,29.999999999999996,0.003640489872199257
-73.85994599459943,6.97002700270027,40.0,0.0036162273796930293
-73.76993699369933,6.97002700270027,0.0,0.0036476900174148763
-73.76993699369933,6.97002700270027,10.0,0.0036411453099918644
-73.76993699369933,6.97002700270027,20.0,0.0036276936616263804
-73.76993699369933,6.97002700270027,29.999999999999996,0.003658079448875633
-73.76993699369933,6.97002700270027,40.0,0.003647298729083522
-73.67992799279924,6.97002700270027,0.0,0.0036649808967562404
-73.67992799279924,6.97002700270027,10.0,0.0036476009143283413
-73.67992799279924,6.97002700270027,20.0,0.003654142590305577
-73.67992799279924,6.97002700270027,29.999999999999996,0.003652263687061513
-73.67992799279924,6.97002700270027,40.0,0.0036486930680745826
-73.58991899189914,6.97002700270027,0.0,0.003680605349512733
-73.58991899189914,6.97002700270027,10.0,0.0036693256461376098
-73.58991899189914,6.97002700270027,20.0,0.003662121717095115
-73.58991899189914,6.97002700270027,29.999999999999996,0.003712272793340472
-73.58991899189914,6.97002700270027,40.0,0.0036891589027270694
-73.49990999099904,6.97002700270027,0.0,0.0036957477640338463
-73.49990999099904,6.97002700270027,10.0,0.0037092500575033023
-73.49990999099904,6.97002700270027,20.0,0.0036871329742189578
-73.49990999099904,6.97002700270027,29.999999999999996,0.0037154974063177163
-73.49990999099904,6.97002700270027,40.0,0.003700495005323153
-73.40990099009895,6.97002700270027,0.0,0.0036896203134187348
-73.40990099009895,6.97002700270027,10.0,0.0037016089482574933
-73.40990099009895,6.97002700270027,20.0,0.0037167513318099193
-73.40990099009895,6.97002700270027,29.999999999999996,0.0037446670686892064
-73.40990099009895,6.97002700270027,40.0,0.0037076971570102276
-73.31989198919885,6.97002700270027,0.0,0.0037025991423811897
-73.31989198919885,6.97002700270027,10.0,0.003702592529030495
-73.31989198919885,6.97002700270027,20.0,0.0037104923689904082
-73.31989198919885,6.97002700270027,29.999999999999996,0.0037058358823144092
-73.31989198919885,6.97002700270027,40.0,0.0037215397210669746
-73.22988298829875,6.97002700270027,0.0,0.003688372049829186
-73.22988298829875,6.97002700270027,10.0,0.0036886713816374045
-73.22988298829875,6.97002700270027,20.0,0.0037006583666009075
-73.22988298829875,6.97002700270027,29.999999999999996,0.003695827727871054
-73.22988298829875,6.97002700270027,40.0,0.003777812888276273
-73.13987398739866,6.97002700270027,0.0,0.00373508159231514
-73.13987398739866,6.97002700270027,10.0,0.0037212530237257227
-73.13987398739866,6.97002700270027,20.0,0.003736967052893561
-73.13987398739866,6.97002700270027,29.999999999999996,0.003777617104305049
-73.13987398739866,6.97002700270027,40.0,0.003815426087230896
-73.04986498649856,6.97002700270027,0.0,0.003795252734843311
-73.04986498649856,6.97002700270027,10.0,0.003804662512864913
-73.04986498649856,6.97002700270027,20.0,0.003816862127544672
-73.04986498649856,6.97002700270027,29.999999999999996,0.0038262724366334134
-73.04986498649856,6.97002700270027,40.0,0.003850941655980711
-72.95985598559847,6.97002700270027,0.0,0.00383130218933174
-72.95985598559847,6.97002700270027,10.0,0.0038418196309313196
-72.95985598559847,6.97002700270027,20.0,0.0038481666209277616
-72.95985598559847,6.97002700270027,29.999999999999996,0.0038608284255622132
-72.95985598559847,6.97002700270027,40.0,0.003869375567831538
-74.4,7.06003600360036,0.0,0.0035718063922541062
-74.4,7.06003600360036,10.0,0.0035764175691989004
-74.4,7.06003600360036,20.0,0.003591772603323144
-74.4,7.06003600360036,29.999999999999996,0.003575597759016771
-74.4,7.06003600360036,40.0,0.0035863235625151362
-74.30999099909991,7.06003600360036,0.0,0.0035565105848162333
-74.30999099909991,7.06003600360036,10.0,0.003579052450098458
-74.30999099909991,7.06003600360036,20.0,0.003584138958612774
-74.30999099909991,7.06003600360036,29.999999999999996,0.0036048398344734308
-74.30999099909991,7.06003600360036,40.0,0.0035981066577875248
-74.21998199819981,7.06003600360036,0.0,0.0035665632323370567
-74.21998199819981,7.06003600360036,10.0,0.0035660569927097037
-74.21998199819981,7.06003600360036,20.0,0.003570127572838973
-74.21998199819981,7.06003600360036,29.999999999999996,0.003566433171330996
-74.21998199819981,7.06003600360036,40.0,0.0036074394895033095
-74.12997299729972,7.06003600360036,0.0,0.003576498237663872
-74.12997299729972,7.06003600360036,10.0,0.003574340120214679
-74.12997299729972,7.06003600360036,20.0,0.0035711208925850546
-74.12997299729972,7.06003600360036,29.999999999999996,0.003578498874665665
-74.12997299729972,7.06003600360036,40.0,0.003583066177818317
-74.03996399639962,7.06003600360036,0.0,0.003617921153040722
-74.03996399639962,7.06003600360036,10.0,0.003613938727534103
-74.03996399639962,7.06003600360036,20.0,0.0036275572826227685
-74.03996399639962,7.06003600360036,29.999999999999996,0.0036199587431920595
-74.03996399639962,7.06003600360036,40.0,0.0036313548254402355
-73.94995499549952,7.06003600360036,0.0,0.0036281716660919766
-73.94995499549952,7.06003600360036,10.0,0.0036710487295275353
-73.94995499549952,7.06003600360036,20.0,0.003665078548166154
-73.94995499549952,7.06003600360036,29.999999999999996,0.0036624156178630862
-73.94995499549952,7.06003600360036,40.0,0.003637901449719963
-73.85994599459943,7.06003600360036,0.0,0.003682598281868263
-73.85994599459943,7.06003600360036,10.0,0.0036706819447981896
-73.85994599459943,7.06003600360036,20.0,0.0036754179535420073
-73.85994599459943,7.06003600360036,29.999999999999996,0.003680249932761992
-73.85994599459943,7.06003600360036,40.0,0.003677369840789215
-73.76993699369933,7.06003600360036,0.0,0.00365979137998571
-73.76993699369933,7.06003600360036,10.0,0.0036745329865566258
-73.76993699369933,7.06003600360036,20.0,0.0036879241073571067
-73.76993699369933,7.06003600360036,29.999999999999996,0.0036883210196252455
